	ItemLink	Price	Name	Image	Condition	Seller Notes	Brand	Storage Capacity	Model	RAM	MPN	Processor	UPC	Internet Connectivity	Type	Hardware Connectivity	Operating System	Features	Screen Size	Carrier	Resolution	Bundled Items	Processor Manufacturer	Processor Type	Display Tech	Touch Screen Technology	Rear Camera Resolution	Front Camera Resolution	Installed RAM	Expansion Ports	PC Interface	Height	Product Line	Width	Depth	Color	Weight	Product Information	Battery Technology	Battery Run Time	Input Method	Display Size	Platform	Release Date	Supported File Types	Special Features	Exterior Color	Contract	Colour	Bundle Listing	Country/Region of Manufacture	Expandability	Rear Camera Megapixels	Front Camera Megapixels	Screen Resolution	Functional Digitizer	Memory Size	Manufacturer Part Number	Manufacturer	Processor Speed	Fast Fulfillment	Wireless capabilities	Audio Input	Audio Output	EAN	Interface	Max. Video Resolution	Data Link Protocol	Networking Type	Body Material	Content	Battery Information	Battery Life (Hour)	Dimensions (WxHxD)	Display Color	Product Interface	Screen Type	Support Type	Display Color Support	Manufacturer warranty	Memory (RAM)	Display Max. Resolution	Cosmetic condition	No accessories	Operating System Edition	Storage Type	Graphics Processing Type	Touch panel	Other Software	Hard Drive Capacity	Manufacturer Part number	Band	OS	RAM 3GB	Screen resolution	Battery Capacity(mAh)	Screen size	CPU Qualcomm	Screen type	Dual cameras	GPU Adreno 506	WiFi,GPS,Bluetooth 4.0	Languages	Country//Region of Manufacture	CPU	Multi-touch	Continuous Usage Time	Battery Standby	Video Resolution	Delivery Time	Tags	Size	Max Supported RAM	Charger and cable	ISBN	RAM 4GB	Core	CPU Brand	Single camera	GPU	Mini HDMI,DC Jack	WiFi,Bluetooth	Note	Headphones	Camera type	Network type	Support Network	RAM Technology	Bottoms Size (Women's)	Bottoms Size (Men's)	Size (Women's)	US Shoe Size (Men's)	Underwear Size	Cup Size	Band Size	Trouser Size	Size (Men's)	Style	Hosiery Size	Screen Material	ROM	External Memory	Storage Controller Type	Plug Type	Voltage	ScreenSize	Designer/Brand	Monitor Screen Size	Manufacturer Warranty	Warranty - Parts	Warranty - Labor	Dilivery Time	Security Features	Processor Number	OS System	RAM 2GB	Battery Capacity	CPU RK3288	IPS	Hard Drive	Wireless Type	Size Type	Number of USB 2.0 Ports	Average Battery Life (in hours)	Original box	File format	Connectivity	Power	USB charging time	Language	Display	Warranty	Thread	Lithography	Instruction set	Memory types	Product positioning	Flash description	Processor series	Shell material	Processor Base Frequency	Burst Frequency	SD Card Slot	Slot SIm	Battery	Standard Memory	SKU	Flash Memory Capacity	Graphics Controller Model	Product Type	Bluetooth	Processor Model	Aspect Ratio	Weight (Approximate)	Processor Core	Focus Modes	Form Factor	Sensor Type	Publisher	Charger	Memory	Brand Name	Age Group	Optical Drive Type	Memory Card Supported	Wireless LAN	Wireless LAN Standard	Front Camera/Webcam	Operating System Platform	Digital storage capacity	Offer type	Hard Disk Memory	Battery Type	Graphics Chipset	WIFI	Touchscreen	Display Screen Technology	USB	Contract Type	Maximum Memory Card Size Supported	Built-in Memory	Built-in Flash	Graphic Processor	Rear Camera	Number of Cells	Product Series	GPU memory	Power management chip	Process	Weight Unit Of Measure	Dimensions Unit Of Measure	Internet	Wireless	Dimensions	3G	Screen	Camera	G-sensor	GPS	Storage	Marca	HardwarePlatform	OperatingSystem	Binding	ProductGroup	Supported Formats	Expandabel Storage	Manufactured Country	PID	Number of Cores	Cellular Radio System Type	WAREHOUSE LOCATION	TIME LISTED	RAM Installed Size	Max Resolution	Pointing Device	Installed Cache Memory	Installed Video Memory	Compatible Product Line	Material	Gender	ShippingWeight	Compatible Model	Compatible Brand	Extension Card	Processor Type/CPU Type	camera	Games	Long Battery Run Time	Wireless Connection	Bluetooth,IPS,WiFi	Country of Manufacture	Support Extend Card	WiFi,Bluetooth,	Product ID	3G / 4G Support	Camera Resolution	Capacity	Model Number	Category	Language Supported	RAM+ROM	Li-ion polymer battery	Memory Capacity	Operating system	Cell Capacity	Display Resolution	System	Item Condition	Tablet Data Capacity	label	Cellular Band	Memory Card Type	Lock Status	Gravity Sensing System	CPU Brand Intel	Card slot	Item Weight	Product Dimensions	Item Dimensions  L x W x H	Item model number	Network	4G Network	Google Play	Back camera	Front camera	Material of back cover	Item Type	Teclast Model	Touch Screen Type	Net Weight	Network Communiction	Display resolution	Second Webcam Pixels	Extend Port	Supporting Language	Feature	Other Model	External Storage	Panel Type	Front Camera	Onda Model	GSM Mode	Shell Material	Size/Weight	Processor Manufacture	Package	black	Support	Modem Type	Analog Modulation Protocol	Bus Speed	KINDLE Model	Marque	Couleur	Numéro de pièce fabricant	Système d'exploitation	CUP	Résolution	Opérateur	Abonnement	Capacité de stockage	Audio Format	Photo Viewer	Video Format	WiFi	CPU Frequency	Flash	Wireless Card	Signal	QUALITY TABLET	Charge Mode	Working Time	Charge Time	Plug	Camera Features	Audio Features	Resolution (pixels)	RESERVED_PRODUCT_TITLE
761	http://www.ebay.com/itm/XGODY-9-6-Android4-4-Tablet-PC-Quad-Core-16GB-WIFI-Dual-Camera-Unlocked-3G-GPS/302406072423?hash=item4668ce7867%3Am%3AmtnJqylqS1OPZPmdUvFx-Gw&var=	$89.99	XGODY 9.6'' Android4.4 Tablet PC Quad Core 16GB WIFI Dual Camera Unlocked 3G GPS	https://i.ebayimg.com/images/g/pREAAOSwtYxZhhy9/s-l400.jpg	New		Unbranded/Generic	16GB	KT096H	1GB	B0-00450-00	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 4.4.X Kit Kat	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	"9.6"""		1280 x 800	Case/Cover																																																																																																																																																																																																																																																																																																																																																	
762	http://www.ebay.com/itm/10-1-inch-Android-6-0-Quad-Core-16GB-Tablet-PC-Dual-Camera-WIFI-HD-Bluetooth-10/201907926825?hash=item2f02a67729%3Am%3Am18zYV2ULMQXqaq0gxGoyKg&var=	$84.35	"10.1"" inch Android 6.0 Quad-Core 16GB Tablet PC Dual Camera WIFI HD Bluetooth 10"	https://i.ebayimg.com/images/g/-08AAOSw7ZRZkb1I/s-l400.jpg	New other (see details)	Tablet PC+Smart Phone 2 SIM 3G Phablet Unlocked Black/Silver/Gold/Rose Gold Newest Android 6.0 Marshmallow Good Quality 1 Year Warranty	Unbranded/Generic	16GB		1GB	B0-00467-00	Quad Core	Does not apply	Wi-Fi ; 3G Cellular	Phablet	Bluetooth	Android 6.0.X Marshmallow	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	"10.1"""		1280*800																																							1500MHz																																2G/3G																																																																																																																																																																																																																																																																											
763	http://www.ebay.com/itm/10-1-inch-Android-6-0-Quad-Core-16GB-Tablet-PC-Dual-Camera-WIFI-HD-Bluetooth-10/201907926825?hash=item2f02a67729%3Am%3Am18zYV2ULMQXqaq0gxGoyKg&var=	$84.35	"10.1"" inch Android 6.0 Quad-Core 16GB Tablet PC Dual Camera WIFI HD Bluetooth 10"	https://i.ebayimg.com/images/g/-08AAOSw7ZRZkb1I/s-l400.jpg	New other (see details)	Tablet PC+Smart Phone 2 SIM 3G Phablet Unlocked Black/Silver/Gold/Rose Gold Newest Android 6.0 Marshmallow Good Quality 1 Year Warranty	Unbranded/Generic	16GB		1GB	B0-00467-00	Quad Core	Does not apply	Wi-Fi ; 3G Cellular	Phablet	Bluetooth	Android 6.0.X Marshmallow	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	"10.1"""		1280*800																																							1500MHz																																2G/3G																																																																																																																																																																																																																																																																											
764	http://www.ebay.com/itm/Apple-New-iPad-Pro-10-5-4G-LTE-Wi-Fi-Cellular-256GB-Factory-Unlocked-Gold/282604070618?hash=item41cc83e6da%3Ag%3AHc8AAOSwXcRZa9IM	$1,056.29	Apple New iPad Pro 10.5 4G LTE Wi-Fi + Cellular 256GB Factory Unlocked - Gold	https://i.ebayimg.com/images/g/Hc8AAOSwXcRZa9IM/s-l400.png	New		Apple	256GB		4GB	Does Not Apply			Wi-Fi + Cellular	Tablet	Bluetooth, USB, USB 3.0	iOS 10.3.2	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Colour Screen, Email	"10.5"""		1668 x 2224 pixels																												Gold																Does not apply																																																																																																																																																																																																																																																																																																						
765	http://www.ebay.com/itm/Kobo-Aura-H2O-Waterproof-eReader-Black-N250-KJ-BK-S-EP-Japan/282685496522?epid=691156506&hash=item41d15e5cca%3Ag%3AlKkAAOSwX9FZLshx	$150.00	New ListingKobo Aura H2O Waterproof eReader Black N250-KJ-BK-S-EP Japan	https://i.ebayimg.com/images/g/lKkAAOSwX9FZLshx/s-l400.jpg	New		KOBO Rakuten			4GB	N250-KJ-BK-S-EP		4560470084925						6.8in		1440 x 1080															Black																								1.00GHz																																																																																																																																																																																																																																																																																																											
766	http://www.ebay.com/itm/XGODY-10-1-inch-Android-5-1-Tablet-PC-Quad-Core-16GB-Dual-SIM-3G-Unlocked-GPS/302417878958?hash=item4669829fae%3Am%3Am8LsSjVpH3QSZCpNHUYjr7g&var=	$96.99	XGODY 10.1'' inch Android 5.1 Tablet PC Quad Core 16GB Dual SIM 3G Unlocked GPS	https://i.ebayimg.com/images/g/UWAAAOSwtH5ZlI8t/s-l400.jpg	New		Unbranded/Generic	16GB	S101 3G	1GB	B010001600	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 5.0.X Lollipop	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	10.1in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
767	http://www.ebay.com/itm/New-9-6-Quad-Core-16GB-Android-4-4-Tablet-PC-Unlocked-Phablet-3G-Dual-SIM-IPS/372068640355?hash=item56a104e663%3Am%3Amv2NXdzXyWjyJCgqi7EdwSw&var=	$79.74	New 9.6'' Quad Core 16GB Android 4.4 Tablet PC Unlocked Phablet 3G Dual SIM IPS	https://i.ebayimg.com/images/g/hvYAAOSwr9VZwIxn/s-l400.jpg	New		Unbranded/Generic	16GB	et960	1GB	B010008300	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 4.4.X Kit Kat	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	9.6in.	Unlocked	1280 x 800																																																																																																																																																																																																																																																																																																																																																		
768	http://www.ebay.com/itm/9-7-2048-x-1536-Teclast-X98-Plus-II-Quad-Core-Android-Win10-Tablet-PC-4GB-64GB/152719590113?hash=item238ecc02e1%3Am%3AmTVw9DwM9hjP1QBPGdNMA6A&var=	$215.32 to $239.25	9.7'' 2048 x 1536 Teclast X98 Plus II Quad Core Android Win10 Tablet PC 4GB/64GB	https://i.ebayimg.com/images/g/cusAAOSwXedZy685/s-l400.jpg	New		Unbranded/Generic	64GB	X98 Plus II	4GB	B0-00489-13-00	Quad Core	Does not apply	Wi-Fi	Tablet	Bluetooth, HDMI	Windows 10 , Android 5.1.X Lollipop	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	9.7in.		2048 x 1536															Gray																																																																																																																																																																																																																																																																																																																																			
769	http://www.ebay.com/itm/Apple-New-iPad-Pro-10-5-4G-LTE-Wi-Fi-Cellular-64GB-Factory-Unlocked-Gold/282604061700?hash=item41cc83c404%3Ag%3AHc8AAOSwXcRZa9IM	$911.35	Apple New iPad Pro 10.5 4G LTE Wi-Fi + Cellular 64GB Factory Unlocked - Gold	https://i.ebayimg.com/images/g/Hc8AAOSwXcRZa9IM/s-l400.png	New		Apple	64GB		4GB	Does Not Apply			Wi-Fi + Cellular	Tablet	Bluetooth, USB, USB 3.0	iOS 10.3.2	Backlight, Bluetooth, Built-In Front Camera, Built-In Rear Camera, Colour Screen, Email	"10.5"""		1668 x 2224 pixels																												Gold																Does not apply																																																																																																																																																																																																																																																																																																						
770	http://www.ebay.com/itm/CUBE-9-6-Android-4-4-Tablet-PC-2-32GB-Dual-SIM-3G-Unlocked-Phablet-Quad-Core/372098632875?hash=item56a2ce8cab%3Am%3AmRw8I36IA9EgVHrTVnLP2Wg&var=	$116.99 to $124.99	New ListingCUBE 9.6'' Android 4.4 Tablet PC 2+32GB Dual SIM 3G Unlocked Phablet Quad Core	https://i.ebayimg.com/images/g/FYoAAOSwIylZ2X-c/s-l400.jpg	New		Unbranded/Generic	32GB	iPlay9/U63 Plus	2GB	B01K003000	Quad Core	Does not apply	Wi-Fi + 3G	Tablet	Bluetooth	Android 4.4.X Kit Kat	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	9.6in.		1280 x 800															Silver																																																																																																																																																																																																																																																																																																																																			
771	http://www.ebay.com/itm/7-Black-Quad-Core-A33-Google-Android-4-4-Camera-WiFi-Bluetooth-1G-8GB-Tablet/152704531098?hash=item238de63a9a%3Ag%3Aer4AAOSws-1ZinRr	$35.71	"7"" Black Quad Core A33 Google Android 4.4 Camera WiFi Bluetooth 1G/8GB Tablet"	https://i.ebayimg.com/images/g/er4AAOSws-1ZinRr/s-l400.jpg	New		Unbranded				Does not apply		690119159982																							Black																													Does not apply																										Does not apply																								Null																																																																																																																																																																																																																																																				
772	http://www.ebay.com/itm/Velocity-Micro-Cruz-R101-256MB-Wi-Fi-7in-Black-Complete-In-Box-Great-Overall/292267195589?epid=103154073&hash=item440c7b7cc5%3Ag%3AR-QAAOSw0TxZan3l	$19.99	Velocity Micro Cruz R101 256MB, Wi-Fi, 7in Black, Complete In Box, Great Overall	https://i.ebayimg.com/images/g/R-QAAOSw0TxZan3l/s-l400.jpg	Used		Velocity Micro		R101	256MB	R101		0877935002122	Wi-Fi	eBook Reader		Android		7in.	Not Applicable	800 x 600		MIPS		TFT Active Matrix				256MB	USB		7.5in (19.05cm)		5.6in (14.22cm)	0.57in (1.5cm)		1lb. (0.45kg)	The Velocity Micro Cruz R101 is a 7-inch tablet and e-reader that comes with a resistive screen. This Wi-Fi-enabled Cruz tablet lets you stay in touch with your friends. This Cruz Reader’s 7-inch screen has an aspect ratio of 4:3 and a resolution of 800 x 600 for an excellent viewing experience. The Velocity Micro Cruz R101 tablet comes with 256 MB of DDR2 memory and 256 MB of built-in memory storage capacity. This Velocity Micro Cruz Reader also comes with a microSD card slot, which can be used to expand the storage capacity. This Velocity Micro Cruz tablet has a battery life of 10+ hours, letting you work without interruption.	Lithium ion	UP to 10hr.	Touch-Screen	7in (17.78cm)		9/8/2010	HTML, PDF, TXT, ePub		Black					SD Card Slot, SDHC Card Slot, microSD										WLAN 802.11b, WLAN 802.11g	Microphone	Headphones, Speaker(s)					Integrated Wireless LAN																																																																																																																																																																																																																																																																																																		
773	http://www.ebay.com/itm/Cube-iplay10-U83-10-6-Tablet-PC-Android-6-0-HDMI-GPS-Quad-Core-2-32GB-Dual-WIFI/202065498574?hash=item2f0c0ad1ce%3Ag%3AdAQAAOSwuTtZye88	$155.51	Cube iplay10 U83 10.6” Tablet PC Android 6.0 HDMI GPS Quad Core 2+32GB Dual WIFI	https://i.ebayimg.com/images/g/dAQAAOSwuTtZye88/s-l400.jpg	New		Unbranded/Generic	32GB	iplay 10/U83	2GB	B0-00493-3	Quad Core	Does not apply	Wi-Fi	Tablet	Bluetooth, Micro-HDMI	Android 6.0.X Marshmallow	Built-In Front Camera, Built-In Rear Camera, Colour Screen, File Browsing, Media Player, MP3 Player, Touch Screen, Web Browser	10.6in.		1920 x 1080															Silver																																																																																																																																																																																																																																																																																																																																			
774	http://www.ebay.com/itm/IRULU-10-1-2G-32G-Tablet-PC-Windows-10-Intel-Quad-Core-Laptop-Bluetooth-Camera/352180892378?hash=item51ff9df2da%3Ag%3ApsQAAOSwo0JWPAhq	$179.99	"New ListingIRULU 10.1"" 2G/32G Tablet PC Windows 10  Intel Quad Core Laptop Bluetooth Camera"	https://i.ebayimg.com/images/g/psQAAOSwo0JWPAhq/s-l400.jpg	New		iRulu	32GB		2GB	Does not apply	Quad Core	Does not apply	Wi-Fi	Tablet/Laptop Convertible	Bluetooth, Micro-HDMI	Windows 10	Bluetooth, Built-In Front Camera, Built-In Rear Camera, Color Screen, LCD Display, Media Player, Touch Screen	"10.1"""																	Black														Yes										1.83GHz																																																																																																																																																																																																																																																																																																											
775	http://www.ebay.com/itm/Unlocked-Apple-iPad-Air-2-64GB-White-Silver-WiFi-GSM-2nd-iOS-10-3-1-LCD-WAVES/272846336307?hash=item3f86e8b133%3Ag%3AK4MAAOSw7ehZdiel	$224.10	Unlocked Apple iPad Air 2 64GB White/Silver WiFi GSM 2nd iOS 10.3.1 LCD WAVES	https://i.ebayimg.com/images/g/K4MAAOSw7ehZdiel/s-l400.jpg	Used	LCD has heavy waves along the left side bezel, which affects the brightness of the entire screen (shown). No returns for screen issues. Aluminum back has some discoloration on the white antenna cover (pictured), as well as heavy nicks along all of the corners and edges. iPad is otherwise functional.	Apple	64GB			MH2N2LL/A				Tablet		iOS			Unlocked													iPad Air 2																																																																																																																																																																																																																																																																																																																																						
776	http://www.ebay.com/itm/Linx-1010B-Intel-Quad-Core-32GB-2GB-Windows-10-Office-10-1-Tablet-Keyboard-Dock/202055466457?epid=1572164516&hash=item2f0b71bdd9%3Ag%3Avk0AAOSwQaJXSv6Z	$148.84	"Linx 1010B Intel Quad Core 32GB 2GB Windows 10 Office 10.1"" Tablet Keyboard Dock"	https://i.ebayimg.com/images/g/vk0AAOSwQaJXSv6Z/s-l400.jpg	Manufacturer refurbished	Grade A LINX Refurbished, Complete with Original Accessories: UK Mains Charger, UK QWERTY English Keyboard Dock & USB Charging Cable. Tablet PC Has been professionally checked & Restored, will have signs of light use and is Original RETAIL LINX boxed. Backed by a 1 Year Linx Warranty	Linx	32GB		2GB	LINX1010B	Quad Core		Wi-Fi	Tablet	Micro USB, Bluetooth, HDMI, Micro-HDMI, USB	Windows 10	Built-in Keypad/Keyboard, Color Screen, Bluetooth, Built-In Front Camera, Built-In Keyboard, Built-In Rear Camera, Colour Screen, Email, Expandable Memory, File Browsing, HD Compatible, Integrated Dictionary, Integrated Speakers, LCD Display, Media Player, MP3 Player, Text-to-Speech Function, Touch Screen, Video Recorder, Web Browser	"10.1"""		1280 x 800	Keyboard											Linx 1010																Black											1.83GHz					3044446230451															1 year	2GB																																																																																																																																																																																																																																																																																						
777	http://www.ebay.com/itm/7-VOYO-Android-5-0-Quad-Core-Phone-Call-3-4G-Phone-Call-2GB-32GB-Tablet-PC-WiFi/372047443551?hash=item569fc1765f%3Am%3Amccunyf1-yKjR2Mlx2JiJ1Q&var=	$95.94	"7"" VOYO Android 5.0 Quad Core Phone Call 3/4G Phone Call 2GB+32GB Tablet PC WiFi"	https://i.ebayimg.com/images/g/Q8AAAOSwLdNZw9Nz/s-l400.jpg	New other (see details)		Unbranded				Does not apply		Does not apply		Tablet PC																					Silver																													Does not apply																																															7 inch																																																																																																																																																				Metal Shell																																																																																																			
778	http://www.ebay.com/itm/ARCHOS-97B-TITANIUM-HD-8GB/182171712602?hash=item2a6a47bc5a%3Ag%3AjuwAAOSwMNxXYQQ9	$155.23	ARCHOS 97B TITANIUM HD 8GB	https://i.ebayimg.com/images/g/juwAAOSwMNxXYQQ9/s-l400.jpg	New		Archos	8GB		8GB																																																																																																																																																																																																																																																																																																																																																													
779	http://www.ebay.com/itm/Unlocked-GSM-Apple-iPad-3-3rd-Gen-32GB-WiFi-GSM-Black-iOS-9-3-5-A1430-CORNER/272809733074?epid=1354165172&hash=item3f84ba2bd2%3Ag%3AwrYAAOSwSlBYwuas	$129.00	Unlocked GSM Apple iPad 3 3rd Gen 32GB WiFi/GSM Black iOS 9.3.5 A1430 CORNER	https://i.ebayimg.com/images/g/wrYAAOSwSlBYwuas/s-l400.jpg	Used	Glass is cracked on the bottom left corner, but nothing that affects use. Glass also has some noticeable scratches. Aluminum back has some light blemishes, but nothing major. Grade A- condition. Corners are in great shape, and iPad is fully functional.	Apple	32GB			MD405LL/A			Wi-Fi + 3G	Tablet		iOS		9.7in.	Unlocked													iPad 3rd Generation			Black																																																																																																																																																																																																																																																																																																																																			
