ItemLink,Price,Name,Image,Condition,Product Family,Memory,Brand,Storage Type,Screen Size,Hard Drive Capacity,Release Year,Type,Processor Speed,Graphics Processing Type,Product Line,Model,MPN,Operating System,Operating System Edition,Color,Processor Type,Seller Notes,Features,Hardware Connectivity,SSD Capacity,Country/Region of Manufacture,UPC,Bundle Listing,Storage capacity,Optical Drive,Touch Screen Function,Keyboard Type,Bluetooth,Screen Resolution,WWAN,WiFi,Charger Power Cord,Included,AC Adapter,Hard Drive,Guarantee,EAN,GPU/Video Card,Primary Drive,Processor Configuration,Number of Cells,Limited Warranty,Standard Memory,Weight (Approximate),Manufacturer,Product Series,Memory Technology,Processor Model,Country of Origin,Height,Width,Aspect Ratio,Depth,Battery Chemistry,Processor Core,Input Voltage,Environmentally Friendly,Country of Manufacture,Graphics Card,Ports,Optical Drive & More,Video Card,Touch Screen,Memory (RAM),Network,Webcam,Processor Manufacturer,Intel Processor Generation,Display Size,Resolution,Processor,Form Factor Type,Storage Capacity,Display Type,Drive Type,RAM Memory,Weight,HARD DRIVE,Includes,Release Date_Display,Processor Cores,Microsoft,Recovery Tool,Bundled Items2,Bundled Items3,Included with purchase,Serial Number,RAM,ItemIncluded2,ItemIncluded3,Notes3,R2 Condition,Notes4,ItemIncluded1,Notes5,Control State,Graphics card,Compatible Model,Tank Capacity,Water Type,Bulb Type,Application,Bundled Items,Optical,Battery,Touchscreen,2.6ghz Quad Core Processor,Max. Expandability,Best By,Battery AC Adapter,Shell Condition,Keyboard Bezel Touchpad,Condition Note,Condition Description,Hard Drive CD DVD,Regency Use,Acc Included,Model Number,# of Cores,Description,Wireless,Ethernet,Graphics Chipset,OS,Warranty,ISBN,Stock ID,Compatible Product,Style,Dimensions,Label,OperatingSystem,Binding,ProductGroup,ProductTypeSubcategory,HardwarePlatform,Restore Partition,cosmetic imperfections,Connectivity,Hard Drive Caddy,Wireless Card,"Office 365/2016,Mcafee Antivirus(1 year)",Series,USB,Number of Cores,Other Ports,Wi-Fi,Power Adapter,Items Included,Other Goodies,Processor Specifications,Seller part number,Form Factor,Model (Substitutes),Operating System License,Compatible Brand,Compatible Product Line,Ram,Bundled Items4,Bundled Items1,Bundled Items5,Marque,Type de processeur,Famille de produits,Mémoire,Numéro de pièce fabricant,Capacité de disque dur,Couleur,Type de stockage,Taille d'écran,Système d'exploitation,Vitesse du processeur,Année de sortie,Power Supply,Dedicated Graphics,Battery Life,BRAND,Internet Connectivity,Description1,Product Type,Contract,Carrier,SOLD AS IS,MONITOR,Memory Size,Cooling Component(s) Included,Chipset/GPU Manufacturer,Chipset/GPU Model,Connectors,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Operating System Architecture,Product Model,Graphics Controller Manufacturer,Graphics Memory Accessibility,Front Camera/Webcam,Flash Memory,Widescreen,Colour,Manufacturer warranty,ScreenSize,Product Dimensions,Storage,Stylus,Platform,Format,Language,Size,Size Type,Chassis Type,EBAY_CATEGORY_ID,Hard Drive 1,Port,Keyboard,Feature,Adapter,Accssesories,Product Dimension,Condition Grade,HDMI Ports,DVD,Ac Adapter,Title,REF,Modèle,S.No,S/N,BATTERY,COA STICKER,Gr,Item Location,Ports/Interfaces,Length,EBAY_CATEGORY_SUGGESTION
http://www.ebay.com/itm/Apple-MacBook-Air-A1369-Intel-Core-i5-1-7GHz-128GB-SSD-Flash-4GB-MC965LL-A-2011/132349332264?epid=108849307&hash=item1ed0a28b28%3Ag%3Am6gAAOSw%7EoFZ0roN,$269.99,Apple MacBook Air A1369 Intel Core i5 1.7GHz 128GB SSD Flash 4GB MC965LL/A 2011,https://i.ebayimg.com/images/g/m6gAAOSw~oFZ0roN/s-l300.jpg,Used,MacBook Air,4GB,Apple,SSD (Solid State Drive) Flash,13.3in.,128GB,2011,,1.70GHz,,,,MC965LL/A,"Mac OS X 10.7, Lion",,,Intel Core i5,,,,,,0885909463619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-laptop-win-XP-Intel-Pentium-1-86GHz-2GM-RAM/132349342767?hash=item1ed0a2b42f%3Ag%3AoRwAAOSwugtZyYMw,$25.00,HP laptop win XP/Intel Pentium 1.86GHz/2GM RAM,https://i.ebayimg.com/images/g/oRwAAOSwugtZyYMw/s-l300.jpg,Used,,,HP,,,,,,1.86GHz,,,,,Windows XP,,,Intel Pentium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Panasonic-Toughbook-CF-30-1GB-TOUCH-Core-Duo-1-66G-80GB-XP-WITH-RESTORE-DVD/132349441949?hash=item1ed0a4379d%3Ag%3Ab7QAAOSwV39Zlfid,$150.00,"Panasonic Toughbook CF-30 1GB, TOUCH Core Duo 1.66G 80GB XP WITH RESTORE DVD",https://i.ebayimg.com/images/g/b7QAAOSwV39Zlfid/s-l300.jpg,Used,,1GB,Panasonic,HDD (Hard Disk Drive),,80GB,,Notebook/Laptop,,,cf30,,,Windows XP service pack 2,,,,"used in working condition, fresh OEM xp install",Touchscreen,USB 2.0,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Toshiba-Satellite-A505-16-500GB-i3-330M-2-13GHz-4GB-HDMI-Win7-Win10-OFFICE2016/132349453492?epid=129474283&hash=item1ed0a464b4%3Ag%3Ax7UAAOSwPWRZWDLP,$139.00,"Toshiba Satellite A505  16""(500GB,i3-330M,2.13GHz,4GB,HDMI)Win7&Win10 OFFICE2016",https://i.ebayimg.com/images/g/x7UAAOSwPWRZWDLP/s-l300.jpg,Used,,4GB,Toshiba,HDD (Hard Disk Drive),16in.,500GB,2010,Notebook/Laptop,2.13GHz,Integrated/On-Board Graphics,Satellite,A505-S6005,PSAT3U-00S002,Windows 7,Home Premium,Black,Intel i3-330M,"“USED AND NORMAL WEAR AND SCRATCHES from everyday use.16"" HD LCD Screen bright and clear.PLEASE PREVIEW ALL THE PICTURES.ALSO LISTED LOCALLY,IF SOLD WILL PULL FROM E-BAY LISTING.”",Built-in Webcam,USB 2.0,Not Applicable,China,0883974309764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-MacBook-Pro-13-Late-2011-Core-i5-2-4GHz-4GB-RAM/132349465796?hash=item1ed0a494c4%3Ag%3A%7EgoAAOSwb69ZzCZn,$198.76,"Apple MacBook Pro 13"" Late 2011- Core i5, 2.4GHz, 4GB RAM",https://i.ebayimg.com/images/g/~goAAOSwb69ZzCZn/s-l300.jpg,Used,MacBook Pro,4GB,Apple,,13.3in.,500GB,2011,,2.40GHz,,,,MD313LL/A,"Mac OS X 10.10, Yosemite",,Silver,Intel core i5,,,,,,0885909531653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/DELL-INSPIRON-1545-15-6-500GB-T6600-2-20GHz-4GB-Win-7-Win10-Pro-OFFICE2016/132349492662?epid=118292300&hash=item1ed0a4fdb6%3Ag%3AQmsAAOSwo4pYXeTb,$119.00,"DELL INSPIRON 1545 15.6""(500GB,T6600,2.20GHz,4GB) Win 7 & Win10 Pro  OFFICE2016 ",https://i.ebayimg.com/images/g/QmsAAOSwo4pYXeTb/s-l300.jpg,Used,,4GB,Dell,HDD (Hard Disk Drive),15.6in.,1TB,2009,Notebook/Laptop,2.13GHz,Integrated/On-Board Graphics,Inspiron,1545,fndeb262,Windows 7,Home Premium,Red,Intel Pentium Dual-Core,"“USED,WEAR AND SCRATCHES ALL OVER THE BODY from everyday use.15.6"" HD LED screen clear and sharp.HAS SOME CAMERA FLASH REFECTION.PLEASE PREVIEW ALL THE PICTURES.ALSO LISTED LOCALLY.IF SOLD ,WILL PULL FROM THE E-BAY LISTING.”",Built-in Webcam,USB 2.0,Not Applicable,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Vintage-Windows-98-Gateway-Solo-Laptop-wont-boot-more-Software-OS-Key-Code-lot/132349510437?hash=item1ed0a54325%3Ag%3AFrUAAOSw22lZ0vbE,$59.95,"Vintage Windows 98 Gateway Solo Laptop,won't boot,more Software,OS,Key Code lot",https://i.ebayimg.com/images/g/FrUAAOSw22lZ0vbE/s-l300.jpg,For parts or not working,,32MB,Gateway,,,6GB,,Laptop,,Integrated/On-Board Graphics,Solo,Gateway Solo 5150,,Windows 98,Second Edition,,Intel Pentium,"complete, not working, will not boot. Includes other items, for parts or repair.",,,,,,,,,,,,,,,Gateway,Gateway Factory Charger and Disks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-15-6in-Notebook-Laptop-Customized/132349518780?hash=item1ed0a563bc%3Ag%3AgyAAAOSwOS1Z0wHJ,$179.99,HP  15.6in. Notebook/Laptop - Customized,https://i.ebayimg.com/images/g/gyAAAOSwOS1Z0wHJ/s-l300.jpg,Used,,,HP,,15.6in.,,,Notebook/Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-DV7-1448DX-17-500GB-RM-75-2-20GHz-4GB-BLU-RAY-HDMI-Win7-Win10-OFFICE2016/132343218848?epid=118241502&hash=item1ed04542a0%3Ag%3AemAAAOSwIcdZdGxU,$159.00,"HP DV7-1448DX    17""(500GB,RM-75, 2.20GHz,4GB,BLU-RAY,HDMI)Win7&Win10 OFFICE2016",https://i.ebayimg.com/images/g/emAAAOSwIcdZdGxU/s-l300.jpg,Used,,4GB,HP,HDD (Hard Disk Drive),17in.,320GB,2008,Notebook/Laptop,2.20GHz,Integrated/On-Board Graphics,Pavilion,DV7-1448DX,NB231UA#ABA,Windows Vista,Home Premium,Silver,AMD RM- 75,"“USED,WEAR AND SCRATCHES ALL OVER THE BODY from everyday use.17"" HD LCD screen clear and sharp.HAS SOME REFLECTION OF CAMERA FLASH.PLEASE PREVIEW ALL THE PICTURES.ALSO LISTED LOCALLY.IF SOLD ,WILL PULL FROM THE E-BAY LISTING.”",Built-in Webcam,"HDMI, USB 2.0",Not Applicable,China,0890552630035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Toshiba-Satellite-T215D-11-6-320GB-AMD-K325-1-3GHz-4GB-Win7-Win10-OFFICE2016/132348394962?epid=118259806&hash=item1ed0943dd2%3Ag%3A%7EQ0AAOSw8d5ZU4ns,$119.00,"Toshiba Satellite T215D  11.6""(320GB,AMD K325,1.3GHz,4GB)Win7 & Win10 OFFICE2016",https://i.ebayimg.com/images/g/~Q0AAOSw8d5ZU4ns/s-l300.jpg,Used,,4GB,Toshiba,HDD (Hard Disk Drive),15.6in.,500GB,2011,Notebook/Laptop,1.30GHz,Integrated/On-Board Graphics,Satellite,T215D-S1150WH,PSK2LU-02H00D,Windows 7,Home Premium,White \ Silver,AMD K325,"“USED AND NORMAL WEAR AND SCRATCHES from everyday use.11.6"" Screen bright and clear.PLEASE PREVIEW ALL THE PICTURES.ALSO LISTED LOCALLY,IF SOLD WILL PULL FROM E-BAY LISTING.”",Built-in Webcam,"HDMI, USB 2.0",Not Applicable,China,0883974682768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Gateway-NV5378u-15-6-500GB-M620-2-50GHz-HDMI-4GB-Win-7-Win10-OFFICE-2016/132350046681?epid=118256232&hash=item1ed0ad71d9%3Ag%3Au5QAAOSw2xRYat47,$139.00,"Gateway NV5378u   15.6""(500GB,M620, 2.50GHz,HDMI,4GB) Win 7 & Win10, OFFICE 2016",https://i.ebayimg.com/images/g/u5QAAOSw2xRYat47/s-l300.jpg,Used,,4GB,Acer,HDD (Hard Disk Drive),15.6in.,320GB,2010,Notebook/Laptop,2.50GHz,Integrated/On-Board Graphics,NV53 series,NV5378u,LXWPV02012,Windows 7,Home Premium,Black,AMD II M620,"“USED,WEAR AND SCRATCHES ALL OVER THE BODY from everyday use.15.6"" HD LED  screen clear and sharp...PLEASE PREVIEW ALL THE PICTURES.ALSO LISTED LOCALLY.IF SOLD ,WILL PULL FROM THE E-BAY LISTING.”",Built-in Webcam,"HDMI, USB 2.0",Not Applicable,China,0884483442317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/hp-spectre-notebook-x360-i7-7500/132350148110?hash=item1ed0aefe0e%3Ag%3A-K0AAOSwQWlZpbV9,$800.00,hp spectre notebook x360 i7-7500,https://i.ebayimg.com/images/g/-K0AAOSwQWlZpbV9/s-l300.jpg,New other (see details),,,HP,,,,,,,,Spectre,,Does Not Apply,,,,,"Used, no visible imperfections. Works good",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-ProBook-6445b-14-1-Notebook-w-AMD-Athlon-II-X2-2-10GHz-2GB-RAM-160GB-HDD/132350189847?hash=item1ed0afa117%3Ag%3AnlAAAOSwEIFZ06rM,$42.99,"HP ProBook 6445b 14.1"" Notebook w/ AMD Athlon II X2 2.10GHz 2GB RAM 160GB HDD",https://i.ebayimg.com/images/g/nlAAAOSwEIFZ06rM/s-l300.jpg,Used,,2GB,HP,,"14.1""",160GB,,Notebook/Laptop,2.10GHz,,Compaq,6445b,Does Not Apply,Not Included,,,AMD Athlon II X2,"This laptop has 2 hairline cracks on the lid and the pause button looks like it might be coming loose but overall is in good shape. Some minor scuffs/scratches are expected on a used item. This has been tested and it is in good working order. Includes battery but the length/quality of charge is not guaranteed. Note that this does NOT include AC power adapter or operating system. The hard drive has been wiped blank. Buyer will need to install Windows, Linux, or other operating system in order to use. We do not currently provide this service. Item is in good physical condition as pictured. Some minor wear and tear is expected on a used item. Please refer to the pictures for more details.",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-Stream-11-r010nr-11-6in-32GB-Intel-Celeron-N-2-16GHz-2GB/132350266400?epid=218948554&hash=item1ed0b0cc20%3Ag%3A9IwAAOSwyttZyBot,$36.64,"HP Stream 11-r010nr 11.6in. (32GB, Intel Celeron N, 2.16GHz, 2GB)...",https://i.ebayimg.com/images/g/9IwAAOSwyttZyBot/s-l300.jpg,Used,,2GB,HP,,11.6in.,32GB,,Notebook/Laptop,2.16GHz,Integrated/On-Board Graphics,,,N5X86UA#ABA,Windows 10,,,Intel Celeron N,,,,,,0889894347619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-2010-MacBook-Pro-13-2-4GHz-Intel-C2D-250GB-HD-4GB-RAM/132350267110?epid=84755204&hash=item1ed0b0cee6%3Ag%3ANNIAAOSwCi9ZyBZg,$109.07,"Apple 2010 MacBook Pro 13"" 2.4GHz Intel C2D 250GB HD 4GB RAM",https://i.ebayimg.com/images/g/NNIAAOSwCi9ZyBZg/s-l300.jpg,For parts or not working,MacBook Pro,4GB,Apple,,13.3in.,250GB,2010,,2.40GHz,,,,MC374LL/A,,,Silver,Intel Core 2 Duo,,,,,,0885909214266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-IBM-THINKPAD-T510-15-6-HD-Dual-Core-Intel-Core-i5-M-560-2-60GHz-AS-IS/132350288784?epid=118459303&hash=item1ed0b12390%3Ag%3ALbgAAOSwIIhZf3E8,$63.09,"Lenovo IBM THINKPAD T510 15.6"" HD Dual Core Intel Core i5 M 560 2.60GHz AS IS",https://i.ebayimg.com/images/g/LbgAAOSwIIhZf3E8/s-l300.jpg,For parts or not working,,,Lenovo,,15.6in.,,,,,Integrated/On-Board Graphics,ThinkPad,ThinkPad T510,4313 28U,,,Black,,"This Item is Used. No Hard Drive, No Hard Drive Caddy, No Ram Cover, and No Dvd/CD Drive. AS IS",,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-15-F039WM-WINDOWS-10-AMD-A6-2GHZ-4-GB-RAM-500-GB-HARD-DRIVE-LAPTOP/132350299403?hash=item1ed0b14d0b%3Ag%3AtIkAAOSwgiRZ08So,$135.00,HP 15-F039WM WINDOWS 10 AMD A6 2GHZ 4 GB RAM 500 GB HARD DRIVE LAPTOP,https://i.ebayimg.com/images/g/tIkAAOSwgiRZ08So/s-l300.jpg,Used,,4GB,HP,,,500GB,,,2.00GHz,,,15-F039WM,Does Not Apply,Windows 10,,,,LAPTOP HAS SEVERAL SCUFFS AND SCRATCHES COMES WITH CHARGER. PLEASE VIEW PHOTOS ITEM IN THE PHOTOS IS THE ITEM YOU WILL RECEIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/HP-15-f004dx-15-6-Laptop-AMD-E1-2100-4GB-Memory-500GB-Hard-Drive-DVDRW-Win-10/132350359003?hash=item1ed0b235db%3Ag%3AFw4AAOSwN-BZ09Ib,$110.00,"HP 15-f004dx 15.6"" Laptop AMD E1-2100 4GB Memory 500GB Hard Drive DVDRW Win 10",https://i.ebayimg.com/images/g/Fw4AAOSwN-BZ09Ib/s-l300.jpg,Used,,4GB,HP,HDD (Hard Disk Drive),15.6in.,500GB,,Notebook/Laptop,1 GHz,Integrated/On-Board Graphics,,15-f004dx,,Windows 10,Home Premium,Black,AMD E-Series,,Built-in Webcam,"HDMI, USB 3.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Lenovo-710-2in1-15-6-inch-4k-laptop-NEW/132350391407?hash=item1ed0b2b46f%3Ag%3ATnIAAOSwBEpZpKQX,$930.00,"Lenovo 710 2in1, 15.6 inch 4k laptop (NEW)",https://i.ebayimg.com/images/g/TnIAAOSwBEpZpKQX/s-l300.jpg,New,,16GB,Lenovo,SSD (Solid State Drive),15.6in.,,2016,Convertible 2-in-1 Laptop/Tablet,2.70GHz,Dedicated Graphics,Yoga,710,Does Not Apply,Windows 10,,Black,Intel Core i7 7th Gen.,,,,512GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Apple-MacBook-Pro-A1502-13-3-Laptop-MF839LL-A-March-2015-Silver/132350432668?epid=217091238&hash=item1ed0b3559c%3Ag%3AY1AAAOSwyjBW7o95,$650.00,"Apple MacBook Pro A1502 13.3"" Laptop - MF839LL/A (March, 2015, Silver)",https://i.ebayimg.com/00/s/Mzg4WDU4MA==/z/Y1AAAOSwyjBW7o95/$_35.JPG?set_id=89040003C1,Used,MacBook Pro,8GB,Apple,,13.3in.,128GB,2015,,2.70GHz,,,,MF839LL/A,,,Silver,Intel Core i5 5th Gen.,,,,,,0885909918164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.ebay.com/itm/Dell-Latitude-2100-10-1-Netbook-Laptop-w-Intel-Atom-1-60GHz-2GB-RAM-250GB-HDD/132350435735?epid=219548357&hash=item1ed0b36197%3Ag%3APlsAAOSwfCZZ0-xC,$34.99,"Dell Latitude 2100 10.1"" Netbook/Laptop w/ Intel Atom 1.60GHz 2GB RAM 250GB HDD",https://i.ebayimg.com/images/g/PlsAAOSwfCZZ0-xC/s-l300.jpg,Used,,2GB,Dell,,"10.1""",250GB,,Notebook,1.60GHz,Integrated/On-Board Graphics,Latitude,Latitude 2100,2100,Not Included,Not Applicable,Black,Intel Atom,"This laptop has scuffs/scratches from use but overall is in good shape. This has been tested and it is in good working order. Includes battery but the length/quality of charge is not guaranteed. Does not include AC power adapter. Note that this does NOT include an operating system. The hard drive has been wiped blank. Buyer will need to install Windows, Linux, or other operating system in order to use. We do not currently provide this service. Item is in good physical condition as pictured. Some minor wear and tear is expected on a used item. Please refer to the pictures for more details.",,,,,Does Not Apply,,,,,,,,,,,,Not Included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
